251,196,2020-01-23 15:16:55.925366,30
846,248,2020-01-23 15:16:56.846783,30
746,789,2020-01-23 15:16:58.334247,50
303,378,2020-01-23 15:16:59.397008,30
488,215,2020-01-23 15:17:00.307815,30
439,474,2020-01-23 15:17:01.522866,10
908,679,2020-01-23 15:17:02.980505,10
1550,667,2020-01-23 15:17:04.832398,10
337,33,2020-01-23 15:17:06.027128,50
1767,412,2020-01-23 15:17:07.343184,30
1138,652,2020-01-23 15:17:08.559069,30
239,583,2020-01-23 15:17:09.734264,30
449,749,2020-01-23 15:17:10.615999,50
1268,590,2020-01-23 15:17:11.902969,30
1250,963,2020-01-23 15:17:13.432836,10
1606,355,2020-01-23 15:17:14.892116,10
1504,151,2020-01-23 15:17:16.249348,10
212,463,2020-01-23 15:17:17.292628,50
790,311,2020-01-23 15:17:18.477518,10
198,276,2020-01-23 15:17:19.865068,10
1337,183,2020-01-23 15:17:20.989416,30
69,291,2020-01-23 15:17:22.499069,10
686,56,2020-01-23 15:17:24.008143,30
19,588,2020-01-23 15:17:25.143295,50
1422,885,2020-01-23 15:17:26.409442,30
63,292,2020-01-23 15:17:28.263395,50
1330,131,2020-01-23 15:17:29.448803,50
600,316,2020-01-23 15:17:30.451488,30
397,897,2020-01-23 15:17:31.748077,30
1078,38,2020-01-23 15:17:33.388928,10
600,137,2020-01-23 15:17:34.270193,30
535,787,2020-01-23 15:17:35.303176,50
1720,474,2020-01-23 15:17:37.419693,10
503,462,2020-01-23 15:17:38.735854,50
1733,697,2020-01-23 15:17:40.264731,50
534,593,2020-01-23 15:17:41.560128,30
283,588,2020-01-23 15:17:43.078519,10
521,163,2020-01-23 15:17:44.252244,30
1638,867,2020-01-23 15:17:45.781471,50
900,28,2020-01-23 15:17:47.026719,30
663,525,2020-01-23 15:17:48.221570,30
46,810,2020-01-23 15:17:49.497539,30
57,61,2020-01-23 15:17:50.875756,50
291,128,2020-01-23 15:17:51.635467,50
204,381,2020-01-23 15:17:52.414827,50
402,178,2020-01-23 15:17:53.609911,10
850,116,2020-01-23 15:17:54.866310,10
746,467,2020-01-23 15:17:55.869883,30
1612,873,2020-01-23 15:17:57.146118,30
1031,636,2020-01-23 15:17:58.402616,10
186,752,2020-01-23 15:17:59.638887,30
1607,136,2020-01-23 15:18:00.915077,50
414,591,2020-01-23 15:18:01.989248,30
732,835,2020-01-23 15:18:03.074057,50
1314,3,2020-01-23 15:18:04.361173,50
219,447,2020-01-23 15:18:05.821289,50
511,355,2020-01-23 15:18:07.068574,10
141,668,2020-01-23 15:18:08.254434,30
1162,351,2020-01-23 15:18:09.552188,50
193,66,2020-01-23 15:18:10.940443,10
504,651,2020-01-23 15:18:12.440094,50
1051,416,2020-01-23 15:18:13.422837,30
1465,876,2020-01-23 15:18:14.659321,50
1682,35,2020-01-23 15:18:15.774185,50
474,666,2020-01-23 15:18:17.842177,10
1295,423,2020-01-23 15:18:19.361921,10
1095,300,2020-01-23 15:18:20.152510,50
60,253,2020-01-23 15:18:21.440021,10
1291,842,2020-01-23 15:18:22.950621,10
653,24,2020-01-23 15:18:24.451563,10
1465,708,2020-01-23 15:18:26.094708,10
1341,579,2020-01-23 15:18:26.925454,30
1800,895,2020-01-23 15:18:30.220821,10
150,418,2020-01-23 15:18:31.691411,10
467,557,2020-01-23 15:18:32.604308,50
1539,940,2020-01-23 15:18:34.388291,10
130,229,2020-01-23 15:18:35.929236,10
1357,151,2020-01-23 15:18:37.145808,50
1556,623,2020-01-23 15:18:38.392822,50
955,431,2020-01-23 15:18:39.629303,10
376,897,2020-01-23 15:18:40.866254,50
838,712,2020-01-23 15:18:42.315976,10
716,903,2020-01-23 15:18:43.440983,30
1067,258,2020-01-23 15:18:44.454486,50
1192,653,2020-01-23 15:18:45.539176,50
724,465,2020-01-23 15:18:46.563069,30
149,865,2020-01-23 15:18:47.688471,50
1321,804,2020-01-23 15:18:49.239813,10
456,154,2020-01-23 15:18:50.750356,30
1011,58,2020-01-23 15:18:51.987415,30
